OBJECTID,HUC,WBID,DISTRICT,PLANNING_UNIT,GROUP_NUMBER,GROUP_NAME,WATERBODY_NAME,WATER_TYPE,CLASS,TARGET_PARAMETERS,BACTERIA,NUTRIENTS,METALS,BIOLOGY,FLORA,PESTICIDES,BACT_COUNT,NUTRIENTS_COUNT,METALS_COUNT,BIOLOGY_COUNT,FLORA_COUNT,PESTICIDES_COUNT,FIELD_PARAMETERS,TRACERS_COUNT,MARKERS_COUNT,TRACERS,MARKERS,SHAPEAREA,SHAPELEN
454,03080101,3023A,CD,Econlockhatchee River,Group 2,Middle St. Johns,LAKE BALDWIN OUTFALL,STREAM,3F,Microbiology,Yes,Yes,,,,,6,2,0,0,0,0,Yes,0,0,,,13724855.71465,27857.5196247678
455,03080201,2580B,NED,Pellicer Creek,Group 5,Upper East Coast,PELLICER CREEK,ESTUARY,2,"Dissolved Oxygen, Microbiology, Nutrients",Yes,Yes,,,,,5,5,0,0,0,0,Yes,0,0,,,10111324.443975,16861.0397188428
456,03080101,2952,CD,Deep Creek MSJR,Group 2,Middle St. Johns,COW CREEK,STREAM,3F,"Biology, Flora, Metals",Yes,Yes,Yes,Yes,Yes,,1,5,5,1,1,0,Yes,0,0,,,44481524.8959,35063.4123241652
457,03080101,3060,CD,Lake Poinsett,Group 3,Upper St. Johns,FAULK CANAL,STREAM,3F,"Dissolved Oxygen, Nutrients",Yes,Yes,,,Yes,,5,5,0,0,1,0,Yes,0,0,,,20467629.35385,32849.490013087
458,03080201,2666,CD,Halifax River,Group 5,Upper East Coast,B-19 CANAL,STREAM,3F,Flora,Yes,Yes,,,Yes,,1,1,0,0,1,0,Yes,0,0,,,20243792.89455,29357.0744048312
459,03100201,2049,SD,Lemon Bay,Group 2,Charlotte Harbor,GOTTFRIED CREEK,ESTUARY,3M,Pesticides,Yes,Yes,Yes,,,Yes,10,1,5,0,0,3,Yes,0,0,,,29165321.9927875,32375.8412541337
460,03080101,3100,CD,Jane Green Creek,Group 3,Upper St. Johns,LITTLE CREEK,STREAM,3F,Nutrients,Yes,Yes,,,,,1,5,0,0,0,0,Yes,0,0,,,113402243.5126,61116.6014041647
461,03090101,1938G,SD,Lake Placid,Group 4,Kissimmee River,LAKE FRANCIS,LAKE,3F,Nutrients,,Yes,,,,,0,5,0,0,0,0,Yes,2,0,Yes,,2150408.4802125,5463.94656207331
462,03090101,3186G,CD,Lower Kissimmee,Group 4,Kissimmee River,BLANKET BAY SLOUGH,STREAM,3F,"Dissolved Oxygen, Nutrients",Yes,Yes,,,,,1,10,0,0,0,0,Yes,0,0,,,62065450.20655,35761.4391324983
463,03090101,3188B,SED,Lower Kissimmee,Group 4,Kissimmee River,GORE BRANCH,STREAM,3F,"Biology, Dissolved Oxygen, Flora, Nutrients",Yes,Yes,,Yes,Yes,,1,5,0,1,1,0,Yes,0,0,,,339511446.131675,102498.842116769
464,03090101,1856A,SD,Lower Kissimmee,Group 4,Kissimmee River,ISTOKPOGA CANAL,STREAM,3F,Microbiology,Yes,,Yes,,,,5,0,10,0,0,0,Yes,5,0,Yes,,45063838.4005,32869.4435364326
465,03090101,1860C,SD,Lake Istokpoga,Group 4,Kissimmee River,JACKSON CREEK,STREAM,3F,"Dissolved Oxygen, Nutrients",Yes,Yes,,,,,4,5,0,0,0,0,Yes,0,0,,,49975635.315325,69668.6744479541
466,03090206,3219,SED,Okeechobee Waterway (C-44),Group 2,St. Lucie - Loxahatchee,S-153,STREAM,3F,"Microbiology, Nutrients",Yes,Yes,,,,,5,10,0,0,0,0,Yes,0,0,,,54433799.4667,52613.7877249237
467,03090102,3213B,SED,NHLMS Complex,Group 1,Lake Okeechobee,HENRY CREEK,STREAM,3F,"Biology, Flora, Nutrients",Yes,Yes,,Yes,Yes,,10,11,0,1,1,0,Yes,0,0,,,58987862.193925,34115.6500662613
468,03090101,3188A,SED,Lower Kissimmee,Group 4,Kissimmee River,CHANDLER SLOUGH,STREAM,3F,"Biology, Dissolved Oxygen",Yes,,,Yes,Yes,,5,0,0,1,1,0,Yes,0,0,,,43219513.5887,36051.0534451044
469,03090202,3238,SED,Everglades Agricultural Area,Group 5,Everglades,WEST PALM BEACH CANAL,STREAM,3F,"Microbiology, Pesticides",Yes,,,,,Yes,5,0,0,0,0,7,Yes,0,0,,,297824398.67445,84287.3508513216
470,03090206,3215,SED,South St. Lucie - Indian River Lagoon,Group 2,St. Lucie - Loxahatchee,DANFORTH CREEK,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,0,0,,,20011310.757525,26884.8402804838
471,03080101,3008A,CD,Puzzle Lake,Group 3,Upper St. Johns,FOX LAKE,LAKE,3F,Nutrients,,Yes,,,,,0,5,0,0,0,0,Yes,0,0,,,654605.381275,7417.99469713384
472,03080101,2997,CD,Lake Jesup,Group 2,Middle St. Johns,HOWELL CREEK BELOW LAKE HOWELL,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,0,0,,,24170586.223875,43729.0184179685
473,03080101,2998A,CD,Wekiva River,Group 2,Middle St. Johns,LAKE FLORIDA,LAKE,3F,Nutrients,,Yes,,,,,0,5,0,0,0,0,Yes,0,0,,,100242.2810875,1516.26345618633
474,03080101,3006,CD,Puzzle Lake,Group 3,Upper St. Johns,ROBERTS BRANCH,STREAM,3F,"Microbiology, Nutrients",Yes,Yes,,,,,5,5,0,0,0,0,Yes,0,0,,,17012363.40385,28903.8393569486
475,03080101,2893X1,CD,St. Johns Marsh,Group 3,Upper St. Johns,LITTLE SAWGRASS LAKE DRAIN,LAKE,1,"Biology, Dissolved Oxygen, Nutrients",,Yes,,Yes,,,0,5,0,1,0,0,Yes,0,0,,,8375861.9104125,20947.372022657
476,03080101,3152B,SED,Blue Cypress Creek,Group 3,Upper St. Johns,PADGETT BRANCH,STREAM,3F,"Dissolved Oxygen, Nutrients",Yes,Yes,,,,,2,5,0,0,0,0,Yes,0,0,,,51665195.603825,43857.4550306526
477,03090101,3174,CD,Upper Kissimmee,Group 4,Kissimmee River,LAKE CENTER,LAKE,3F,Nutrients,,Yes,,,,,0,5,0,0,0,0,Yes,0,0,,,1663752.6785375,5357.69989775544
478,03090101,3173A1,CD,Upper Kissimmee,Group 4,Kissimmee River,PARTIN CANAL,STREAM,3F,"Biology, Flora",,,,Yes,Yes,,0,0,0,1,1,0,Yes,0,0,,,17279348.2136,30273.0716226244
479,03080202,3044A,CD,Banana River,Group 5,Indian River Lagoon,NEWFOUND HARBOR,ESTUARY,2,Microbiology,Yes,,,,,,4,0,0,0,0,0,Yes,0,0,,,23017476.013675,26303.5756858708
480,03110201,3388,NED,Upper Suwannee,Group 1,Suwannee,DEEP CREEK,STREAM,3F,"Biology, Microbiology",Yes,,,Yes,Yes,,5,0,0,1,1,0,Yes,0,0,,,136105123.02495,98287.8728434356
481,03120003,630,NWD,North Ochlockonee River,Group 1,Ochlockonee - St. Marks,DOUBLE BRANCH,STREAM,3F,"Biology, Dissolved Oxygen, Microbiology, Nutrients",Yes,Yes,Yes,Yes,Yes,,5,5,5,1,1,0,Yes,5,0,Yes,,4796740.6033125,15358.8544654762
482,03140105,846A,NWD,Pensacola Bay,Group 4,Pensacola,JONES CREEK,STREAM,3F,"Metals, Microbiology, Pesticides",Yes,,Yes,,,Yes,5,0,2,0,0,2,Yes,2,2,Yes,Yes,10863033.2251375,19593.0353832317
483,03080201,2477,NED,Tolomato River,Group 5,Upper East Coast,XIMANIES CREEK,ESTUARY,2,"Microbiology, Nutrients",Yes,Yes,,,,,5,5,0,0,0,0,Yes,0,0,,,1668742.6734,5137.53403452827
484,03080203,3158,SED,South Central Indian River Lagoon,Group 5,Indian River Lagoon,SOUTH CANAL,STREAM,3F,"Flora, Microbiology",Yes,Yes,,,Yes,,5,2,0,0,1,0,Yes,0,0,,,67509015.4251625,38818.7005666855
485,03080201,2550B,NED,Pellicer Creek,Group 5,Upper East Coast,UNNAMED DRAIN (FRESHWATER SEGMENT),STREAM,3F,"Microbiology, Nutrients",Yes,Yes,,,,,5,5,0,0,0,0,Yes,0,0,,,15165925.4966875,20477.3703749103
486,03080201,2609A,NED,Pellicer Creek,Group 5,Upper East Coast,ST JOE CANAL,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,0,0,,,78570760.31645,43848.4798063463
487,03080201,2672A,CD,Halifax River,Group 5,Upper East Coast,ROSE BAY,ESTUARY,3M,Microbiology,Yes,,,,,,2,0,0,0,0,0,Yes,0,0,,,8529612.9917125,13167.6318461411
488,03070204,2163,NED,Upper St. Marys River,Group 4,Nassau - St. Marys,MOCCASIN CREEK,STREAM,3F,"Dissolved Oxygen, Nutrients",Yes,Yes,,,,,5,6,0,0,0,0,Yes,0,0,,,105395970.811225,52304.7339183685
489,03140305,10,NWD,Escambia River,Group 4,Pensacola,BIG ESCAMBIA CREEK,STREAM,3F,Nutrients,,Yes,,,,,0,5,0,0,0,0,Yes,2,0,Yes,,15044872.8843875,20194.1703832394
490,03140104,27,NWD,Blackwater River,Group 4,Pensacola,PANTHER CREEK,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,0,0,,,51655336.927425,53942.1939847576
491,03140103,30,NWD,Yellow River,Group 4,Pensacola,YELLOW RIVER,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,5,5,Yes,Yes,120900152.34435,164666.349860673
492,03080202,2963C1,CD,North Indian River Lagoon,Group 5,Indian River Lagoon,INDIAN RIVER BELOW 520 CAUSEWAY,ESTUARY,2,Microbiology,Yes,,,,,,4,0,0,0,0,0,Yes,0,0,,,72435412.288275,66340.6086276506
493,03080203,3147,SED,South Central Indian River Lagoon,Group 5,Indian River Lagoon,NORTH CANAL,STREAM,3F,Pesticides,,,,,,Yes,0,0,0,0,0,10,Yes,0,0,,,52996118.1498375,36633.9049327559
494,03080202,3085A,CD,North Central Indian River Lagoon,Group 5,Indian River Lagoon,CRANE CREEK,ESTUARY,3M,"Microbiology, Pesticides",Yes,,,,,Yes,4,0,0,0,0,5,Yes,0,0,,,1678989.737025,7578.99321465647
495,03080202,3107B,CD,North Central Indian River Lagoon,Group 5,Indian River Lagoon,GOAT CREEK (FRESHWATER SEGMENT),STREAM,3F,"Biology, Microbiology",Yes,,,Yes,Yes,,6,0,0,1,1,0,Yes,0,0,,,41109498.18465,28891.4468977745
496,03080203,3121,CD,South Central Indian River Lagoon,Group 5,Indian River Lagoon,MICCO DITCHES,STREAM,3F,"Flora, Microbiology",Yes,Yes,,,Yes,,5,1,0,0,1,0,Yes,1,0,Yes,,30225996.9176875,29993.1558048476
497,03080201,2363C,CD,Halifax River,Group 5,Upper East Coast,TOMOKA BASIN,ESTUARY,3M,Nutrients,Yes,Yes,,,,,5,2,0,0,0,0,Yes,0,0,,,11423147.59325,15175.3474444395
498,03080201,2502C,NED,Matanzas River,Group 5,Upper East Coast,SALT RUN (SHELLFISH PORTION),ESTUARY,2,"Microbiology, Nutrients",Yes,Yes,,,,,5,5,0,0,0,0,Yes,0,0,,,6561843.4513,12728.9211416551
499,03080202,2963A1,CD,North Central Indian River Lagoon,Group 5,Indian River Lagoon,INDIAN RIVER ABOVE SEBASTIAN INLET,ESTUARY,2,Microbiology,Yes,,,,,,3,0,0,0,0,0,Yes,0,0,,,74727043.1382875,54643.2243911009
500,03080202,2963B1,CD,North Central Indian River Lagoon,Group 5,Indian River Lagoon,INDIAN RIVER ABOVE MELBOURNE CAUSEWAY,ESTUARY,2,Microbiology,Yes,,,,,,4,0,0,0,0,0,Yes,0,0,,,40382944.4238,32347.226615312
501,03080202,3057B,CD,Banana River,Group 5,Indian River Lagoon,BANANA RIVER ABOVE 520 CAUSEWAY,ESTUARY,2,Microbiology,Yes,,,,,,4,0,0,0,0,0,Yes,0,0,,,60586132.229825,34929.0157731368
502,03080203,5003C1,SED,South Central Indian River Lagoon,Group 5,Indian River Lagoon,SOUTH INDIAN RIVER (ABOVE SR 60),ESTUARY,2,"Metals, Microbiology",Yes,,Yes,,,,2,0,10,0,0,0,Yes,0,0,,,57561540.1295375,39781.8731220146
503,03080103,2240A,NED,North Mainstem,Group 2,Lower St. Johns,GREENFIELD CREEK (MARINE SEGMENT),ESTUARY,3M,"Metals, Microbiology, Nutrients",Yes,Yes,Yes,,,,5,5,5,0,0,0,Yes,0,0,,,5388742.93465,11927.9051006754
504,03090204,3258H2,SD,Estero Bay,Group 1,Everglades West Coast,SPRING CREEK (MARINE SEGMENT),ESTUARY,3M,"Dissolved Oxygen, Microbiology",Yes,Yes,,,,,4,5,0,0,0,0,Yes,5,5,Yes,Yes,16418325.35005,18260.5318701589
505,03080203,3153A,SED,South Central Indian River Lagoon,Group 5,Indian River Lagoon,MAIN CANAL,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,0,0,,,88465035.051725,59850.9907625695
506,03090206,3256B,SED,C-16,Group 3,Lake Worth Lagoon - Palm Beach Coast,BOYNTON CANAL,STREAM,3F,Microbiology,Yes,,,,,,3,0,0,0,0,0,Yes,3,0,Yes,,38630621.6413375,39811.6947349315
507,03080201,2678,CD,Halifax River,Group 5,Upper East Coast,TURNBULL BAY (CREEK),ESTUARY,3M,Nutrients,Yes,Yes,,,,,4,5,0,0,0,0,Yes,0,0,,,35400833.4218375,35383.416941364
508,03080103,2284A,NED,North Mainstem,Group 2,Lower St. Johns,LITTLE POTTSBURG CREEK (MARINE PORTION),ESTUARY,3M,"Dissolved Oxygen, Metals, Microbiology, Nutrients",Yes,Yes,Yes,,,,5,5,5,0,0,0,Yes,5,0,Yes,,3407358.2339125,9123.22531882955
509,03090204,3258EB,SD,Estero Bay,Group 1,Everglades West Coast,IMPERIAL RIVER (MARINE SEGMENT),ESTUARY,3M,Microbiology,Yes,,,,,,4,0,0,0,0,0,Yes,14,14,Yes,Yes,15203512.0640712,20864.93078305
510,03080201,2493B,NED,Matanzas River,Group 5,Upper East Coast,MOULTRIE CREEK LOWER SEGMENT,ESTUARY,3M,"Metals, Microbiology, Nutrients",Yes,Yes,Yes,,,,5,5,5,0,0,0,Yes,0,0,,,5176380.45215,17806.6846137222
511,03080202,3082,CD,North Central Indian River Lagoon,Group 5,Indian River Lagoon,EAU GALLIE RIVER,ESTUARY,3M,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,0,0,,,19651506.1909625,26029.5916725814
512,03080201,2573,NED,Pellicer Creek,Group 5,Upper East Coast,UNNAMED DRAIN,ESTUARY,2,"Dissolved Oxygen, Microbiology, Nutrients",Yes,Yes,,,,,5,10,0,0,0,0,Yes,0,0,,,5409516.5376875,13132.48903337
513,03140203,251,NWD,Choctawhatchee River,Group 3,Choctawhatchee - St. Andrew,CAMP BRANCH,STREAM,3F,"Dissolved Oxygen, Flora, Microbiology, Nutrients",Yes,Yes,,,Yes,,6,5,0,0,1,0,Yes,0,0,,,19950185.378825,26847.7933457368
514,03140203,55,NWD,Choctawhatchee River,Group 3,Choctawhatchee - St. Andrew,EAST PITTMAN CREEK,STREAM,3F,"Biology, Flora",Yes,,,Yes,Yes,,5,0,0,1,1,0,Yes,0,0,,,28189214.176875,47883.1316583347
515,03130011,375G,NWD,Apalachicola River,Group 2,Apalachicola - Chipola,APALACHICOLA RIVER,STREAM,3F,Nutrients,Yes,Yes,Yes,,,,5,6,6,0,0,0,Yes,2,0,Yes,,79669087.8302499,109463.52997371
516,03080103,2304,NED,North Mainstem,Group 2,Lower St. Johns,MIRAMAR CREEK,STREAM,3F,"Flora, Metals, Nutrients, Pesticides",Yes,Yes,Yes,,Yes,Yes,5,11,10,0,1,4,Yes,0,0,,,1740641.1252875,6298.30409549199
517,03140203,130,NWD,Choctawhatchee River,Group 3,Choctawhatchee - St. Andrew,MINNOW CREEK,STREAM,3F,"Dissolved Oxygen, Metals, Microbiology, Nutrients",Yes,Yes,Yes,,,,5,5,5,0,0,0,Yes,0,0,,,30809310.0687625,40886.1828734382
518,03120003,410,NWD,North Ochlockonee River,Group 1,Ochlockonee - St. Marks,WILLACOOCHEE CREEK,STREAM,3F,"Metals, Microbiology, Nutrients, Pesticides",Yes,Yes,Yes,,,Yes,5,5,5,0,0,5,Yes,0,0,,,40934011.34925,41680.5981656331
519,03070204,2106,NED,Lower St. Marys River,Group 4,Nassau - St. Marys,LITTLE ST MARYS RIVER,STREAM,3F,"Metals, Microbiology, Nutrients",Yes,Yes,Yes,,,,5,5,10,0,0,0,Yes,2,0,Yes,,81125121.1688,91010.2066065143
520,03070204,2105A,NED,Middle St. Marys River,Group 4,Nassau - St. Marys,HAMPTON LAKE,LAKE,3F,"Dissolved Oxygen, Nutrients",,Yes,Yes,,,,0,5,5,0,0,0,Yes,0,0,,,178182.2402,2541.11945334391
521,03120003,440,NWD,North Ochlockonee River,Group 1,Ochlockonee - St. Marks,LEWIS CREEK,STREAM,3F,"Biology, Metals, Nutrients",Yes,Yes,Yes,Yes,Yes,,5,5,5,1,1,0,Yes,5,0,Yes,,33315467.8475,33168.5045045325
522,03110201,3375,NED,Upper Suwannee,Group 1,Suwannee,SWIFT CREEK,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,0,0,,,81170819.02865,72389.6148330767
523,03080103,2323,NED,Black Creek,Group 2,Lower St. Johns,YELLOW WATER CREEK,STREAM,3F,"Biology, Metals",,,Yes,Yes,Yes,,0,0,5,1,1,0,Yes,0,0,,,15389564.7901125,32811.4853510687
524,03120001,647M,NWD,Lake Lafayette,Group 1,Ochlockonee - St. Marks,ALFORD ARM TRIBUTARY,STREAM,3F,Flora,Yes,,,Yes,Yes,Yes,1,0,0,1,1,1,Yes,0,0,,,48698493.39905,37163.1050285129
525,03070204,2245,NED,Upper St. Marys River,Group 4,Nassau - St. Marys,DEEP CREEK,STREAM,3F,"Metals, Nutrients",Yes,Yes,Yes,,,,6,5,5,0,0,0,Yes,1,0,Yes,,31236550.369,53968.2135115045
526,03070204,2247,NED,Upper St. Marys River,Group 4,Nassau - St. Marys,ST MARYS RIVER (SOUTH PRONG),STREAM,3F,"Metals, Nutrients",,Yes,Yes,,,,0,5,10,0,0,0,Yes,0,0,,,153462708.1645,115012.624434328
527,03080103,2249B,NED,Ortega River,Group 2,Lower St. Johns,MCGIRTS CREEK,STREAM,3F,Biology,Yes,,,Yes,Yes,,4,0,0,1,1,0,Yes,0,0,,,20678139.09455,27393.0007288547
528,03140203,80,NWD,Choctawhatchee River,Group 3,Choctawhatchee - St. Andrew,LITTLE CREEK,STREAM,3F,Dissolved Oxygen,,Yes,,,,,0,5,0,0,0,0,Yes,0,0,,,18905918.3378125,25421.1496312943
529,03070205,2120B,NED,Nassau River,Group 4,Nassau - St. Marys,MILLS CREEK,STREAM,3F,"Biology, Dissolved Oxygen, Metals, Microbiology, Nutrients",Yes,Yes,Yes,Yes,Yes,,5,5,10,1,1,0,Yes,0,0,,,88923840.13565,90031.2246012913
530,03140203,233A,NWD,Choctawhatchee River,Group 3,Choctawhatchee - St. Andrew,UNNAMED CREEK,STREAM,3F,Nutrients,Yes,Yes,Yes,,,,1,5,5,0,0,0,Yes,0,0,,,16579879.1283,24779.5298658001
531,03140203,235,NWD,Choctawhatchee River,Group 3,Choctawhatchee - St. Andrew,PINE BARN CREEK,STREAM,3F,"Dissolved Oxygen, Microbiology, Nutrients",Yes,Yes,Yes,,,,5,5,5,0,0,0,Yes,0,0,,,3647275.84655,8498.74281026508
532,03070204,2236,NED,Upper St. Marys River,Group 4,Nassau - St. Marys,DAUGHERTY BRANCH,STREAM,3F,"Metals, Nutrients",Yes,Yes,Yes,,,,1,6,6,0,0,0,Yes,2,0,Yes,,11726302.260275,19464.0983752194
533,03110202,3324,NED,Alapaha River,Group 1,Suwannee,ALAPAHA RIVER,STREAM,3F,Metals,Yes,,Yes,,,,5,0,6,0,0,0,Yes,0,0,,,123344816.862575,93621.6816224822
534,03130011,376A,NWD,Apalachicola River,Group 2,Apalachicola - Chipola,MOSQUITO CREEK,STREAM,3F,"Flora, Metals, Microbiology, Pesticides",Yes,Yes,Yes,,Yes,Yes,4,2,4,0,1,4,Yes,4,4,Yes,Yes,11563691.188,20872.8773188656
535,03130011,390,NWD,Apalachicola River,Group 2,Apalachicola - Chipola,UNNAMED TRIBUTARY TO SOUTH MOSQUITO CREEK,STREAM,3F,"Biology, Microbiology, Nutrients",Yes,Yes,Yes,Yes,Yes,,5,5,5,1,1,0,Yes,0,0,,,3481860.8536,9352.23087945324
536,03090204,3259A,SD,Southwest Coast,Group 1,Everglades West Coast,COCOHATCHEE RIVER,ESTUARY,2,"Microbiology, Pesticides",Yes,,,,,Yes,5,0,0,0,0,4,Yes,0,4,,Yes,14323344.1054253,30374.3240760079
537,03140103,145A,NWD,Yellow River,Group 4,Pensacola,DEADFALL CREEK,STREAM,3F,"Biology, Nutrients",Yes,Yes,,Yes,Yes,,5,10,0,1,1,0,Yes,0,0,,,10071346.8465375,16828.1388078465
538,03140104,179,NWD,Blackwater River,Group 4,Pensacola,BEAR CREEK,STREAM,3F,"Biology, Metals",,Yes,Yes,Yes,Yes,,0,5,4,1,1,0,Yes,0,0,,,4994954.0153375,16021.0228583825
539,03140102,959F,NWD,Choctawhatchee Bay,Group 3,Choctawhatchee - St. Andrew,DUNE LAKE DRAIN,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,2,3,Yes,Yes,28811301.7746625,102576.96714321
540,03140203,262A,NWD,Choctawhatchee River,Group 3,Choctawhatchee - St. Andrew,GILBERTS MILL CREEK,STREAM,3F,"Biology, Dissolved Oxygen, Microbiology, Nutrients",Yes,Yes,Yes,Yes,Yes,,5,5,5,1,1,0,Yes,0,0,,,40297424.147975,39311.4675886891
541,03140103,28,NWD,Yellow River,Group 4,Pensacola,BIG HORSE CREEK,STREAM,3F,"Biology, Flora, Microbiology",Yes,,,Yes,Yes,,5,0,0,1,1,0,Yes,0,0,,,35046579.2800625,40737.256026497
542,03140103,35,NWD,Yellow River,Group 4,Pensacola,POND CREEK,STREAM,3F,Microbiology,Yes,,Yes,,,,5,0,5,0,0,0,Yes,0,0,,,57032330.8101125,61403.1963415997
543,03140103,117,NWD,Yellow River,Group 4,Pensacola,TURKEY CREEK,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,0,0,,,54108999.5862375,45792.0363577964
544,03140203,142,NWD,Choctawhatchee River,Group 3,Choctawhatchee - St. Andrew,SIKES CREEK,STREAM,3F,"Biology, Dissolved Oxygen, Metals, Microbiology, Nutrients",Yes,Yes,Yes,,,,7,5,5,1,1,0,Yes,1,0,Yes,,43829345.7016375,44381.104550184
545,03140203,239,NWD,Choctawhatchee River,Group 3,Choctawhatchee - St. Andrew,GUM CREEK,STREAM,3F,"Dissolved Oxygen, Metals, Microbiology",Yes,Yes,Yes,,,,8,5,5,0,0,0,Yes,0,0,,,91056394.8354,93450.7593051913
546,03140103,161,NWD,Yellow River,Group 4,Pensacola,POVERTY CREEK,STREAM,3F,"Biology, Dissolved Oxygen",Yes,Yes,Yes,,,,5,5,5,1,1,0,Yes,0,0,,,31084800.421725,41813.8081541889
547,03140305,87,NWD,Escambia River,Group 4,Pensacola,LITTLE PINE BARREN CREEK,STREAM,3F,"Metals, Pesticides",,,Yes,,,Yes,0,0,5,0,0,2,Yes,0,0,,,39532235.896875,41974.0320157291
548,03090204,3278U,SD,Southwest Coast,Group 1,Everglades West Coast,ROOKERY BAY (COASTAL SEGMENT),ESTUARY,2,Microbiology,Yes,,,,,,3,0,0,0,0,0,Yes,0,0,,,156018417.720168,70356.2148585171
549,03140105,493B,NWD,Pensacola Bay,Group 4,Pensacola,JUDGES BAYOU (TIDAL SEGMENT),ESTUARY,3M,"Dissolved Oxygen, Microbiology, Nutrients",Yes,Yes,,,,,5,5,0,0,0,0,Yes,0,0,,,810720.117175,3994.92318664051
550,03140105,537,NWD,Pensacola Bay,Group 4,Pensacola,JAKES BAYOU (MARINE PORTION),ESTUARY,3M,Microbiology,Yes,,,,,,4,0,0,0,0,0,Yes,0,0,,,3907857.2991625,9139.90151320276
551,03140101,1111A,NWD,St. Andrews Bay,Group 3,Choctawhatchee - St. Andrew,SANDY CREEK (SHELLFISH PORTION),ESTUARY,2,"Dissolved Oxygen, Microbiology",Yes,Yes,,,,,4,5,0,0,0,0,Yes,0,0,,,26756400.4244125,27518.8791806762
552,03140102,906,NWD,Choctawhatchee Bay,Group 3,Choctawhatchee - St. Andrew,JOES BAYOU,ESTUARY,2,"Microbiology, Nutrients",Yes,Yes,,Yes,,,5,36,0,1,0,0,Yes,6,0,Yes,,4687940.3847875,11937.565150437
553,03140105,420,NWD,Pensacola Bay,Group 4,Pensacola,PACE MILL CREEK,STREAM,3F,"Microbiology, Nutrients",Yes,Yes,Yes,,,,5,5,5,0,0,0,Yes,0,0,,,14871377.6325875,25734.5738513946
554,03100201,1971A,SD,Sarasota Bay,Group 3,Sarasota Bay - Peace - Myakka,CLARK LAKE DRAINAGE,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,1,1,Yes,Yes,7344506.96395,20484.6680222778
555,03140101,1209,NWD,St. Andrews Bay,Group 3,Choctawhatchee - St. Andrew,EAGLE NEST BAYOU,ESTUARY,2,"Dissolved Oxygen, Microbiology, Nutrients",Yes,Yes,,,,,5,5,0,0,0,0,Yes,0,0,,,8920442.779875,15061.6678750294
556,03140102,751,NWD,Choctawhatchee Bay,Group 3,Choctawhatchee - St. Andrew,EAGLE CREEK,ESTUARY,2,Dissolved Oxygen,,Yes,,,,,0,1,0,0,0,0,Yes,0,0,,,10040548.0528625,13295.0174740236
557,03140105,548AC,NWD,Pensacola Bay,Group 4,Pensacola,ESCAMBIA BAY NORTH (SHELLFISH),ESTUARY,2,Microbiology,Yes,,,,,,10,0,0,0,0,0,Yes,0,0,,,23014297.6911,23791.8442397754
558,03140101,1141B,NWD,St. Andrews Bay,Group 3,Choctawhatchee - St. Andrew,PARKER BAYOU,ESTUARY,2,"Microbiology, Nutrients",Yes,Yes,,,,,5,5,0,0,0,0,Yes,0,0,,,313357.90885,2646.48464394417
559,03090206,3232A,SED,Loxahatchee,Group 2,St. Lucie - Loxahatchee,TIDAL CREEK TO LOXAHATCHEE RIVER,ESTUARY,3M,Microbiology,Yes,,,,,,1,0,0,0,0,0,Yes,3,2,Yes,Yes,28256.6663875,1227.98904468956
560,03130014,1274,NWD,Apalachicola Bay,Group 2,Apalachicola - Chipola,APALACHICOLA BAY,ESTUARY,2,"Metals, Microbiology, Nutrients",Yes,Yes,Yes,,,,5,5,5,0,0,0,Yes,0,0,,,216791858.146124,89562.6256122289
561,03100206,1691,SWD,Coastal Hillsborough Bay Tributary,Group 1,Tampa Bay,SIMS BRANCH,ESTUARY,3M,"Microbiology, Nutrients",Yes,Yes,,,,,4,5,0,0,0,0,Yes,0,0,,,3277025.466275,9844.78059072673
562,03100201,1947,SD,Sarasota Bay,Group 3,Sarasota Bay - Peace - Myakka,PHILIPPI CREEK (TIDAL),ESTUARY,3M,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,5,5,Yes,Yes,16884925.667225,29097.4057307368
563,03100207,1341I,SWD,Crystal River / Kings Bay,Group 5,Springs Coast,CRYSTAL RIVER,ESTUARY,2,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,0,0,,,20315602.9083125,22772.3528459139
564,03140102,843A,NWD,Choctawhatchee Bay,Group 3,Choctawhatchee - St. Andrew,GAP CREEK,STREAM,3F,"Biology, Flora, Microbiology",Yes,,,Yes,Yes,,5,0,0,1,1,0,Yes,0,0,,,5949038.2014125,11990.0312037569
